#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   V      u      v      b      y      Hb_w   Hb_n     Mact
 1   9.63 -0.51  0.82123 -0.300 3.745  4.579 10.30  0.116 0.00 15.820 16.045 18.139 17.182 16.488 16.025 16.260 13.136  0.821 
 1   9.63 -0.49  0.69936 -0.673 3.691  4.664  9.80  0.118 0.76 15.952 16.434 19.309 18.004 16.995 16.391 16.734 13.583  0.699 
 1   9.63 -0.47  1.23241  1.315 3.694  2.937 11.00  0.118 0.00 12.483 12.854 15.618 14.359 13.427 12.834 13.150 10.027  1.232 
 1   9.63 -0.45  1.17975  0.762 3.803  3.905 11.70  0.138 0.00 14.564 14.728 16.504 15.537 15.065 14.711 14.885 11.801  1.180 
 1   9.63 -0.37  1.11470  0.475 3.814  4.210 12.40  0.121 0.76 15.800 15.952 17.714 16.776 16.287 15.934 16.111 13.030  1.115 
 1   9.63 -0.33  0.86367 -0.244 3.747  4.552  9.10  0.114 0.83 14.131 14.397 16.674 15.637 14.863 14.370 14.628 11.501  0.864 
 1   9.63 -0.31  1.41654  1.207 3.690  3.038 10.90  0.135 0.89 12.652 13.057 15.957 14.648 13.650 13.034 13.363 10.241  1.260 
 1   9.63 -0.31  0.87247 -0.230 3.748  4.546 11.10  0.137 0.84 16.087 16.370 18.659 17.616 16.840 16.344 16.604 13.478  0.872 
 1   9.63 -0.29  1.25978  0.960 3.698  3.318 12.20  0.119 0.76 14.460 14.793 17.427 16.238 15.338 14.771 15.070 11.949  1.260 
 1   9.63 -0.27  0.61846 -0.988 3.643  4.737  8.90  0.132 0.97 15.464 16.209 19.732 18.117 16.878 16.144 16.597 13.417  0.618 
 1   9.63 -0.27  0.91704 -0.133 3.758  4.510  9.10  0.115 0.00 14.202 14.390 16.447 15.486 14.814 14.370 14.593 11.477  0.917 
 1   9.63 -0.27  1.08701  0.341 3.804  4.297 11.30  0.133 0.00 15.218 15.369 17.128 16.205 15.708 15.351 15.528 12.445  1.087 
 1   9.63 -0.27  1.25820  0.781 3.706  3.526 11.60  0.116 0.00 14.418 14.742 17.416 16.201 15.286 14.719 15.018 11.895  1.258 
 1   9.63 -0.25  1.23636  0.754 3.792  3.888 10.80  0.105 0.00 13.684 13.810 15.679 14.691 14.164 13.792 13.974 10.884  1.236 
 1   9.63 -0.23  1.19048  0.535 3.796  4.110 11.50  0.157 0.00 14.933 15.108 16.958 15.994 15.468 15.091 15.278 12.190  1.190 
 1   9.63 -0.21  1.25242  0.750 3.767  3.799  9.50  0.121 0.76 12.242 12.415 14.472 13.457 12.826 12.397 12.610  9.504  1.252 
 1   9.63 -0.21  0.83623 -0.372 3.726  4.580  9.70  0.118 0.00 15.399 15.662 18.099 16.989 16.147 15.636 15.903 12.776  0.836 
 1   9.63 -0.21  1.28592  1.177 3.687  3.063 10.90  0.143 0.00 12.727 13.155 16.158 14.810 13.765 13.131 13.471 10.348  1.286 
 1   9.63 -0.17  0.82477 -0.420 3.717  4.588  6.80  0.078 0.00 12.621 12.875 15.415 14.255 13.367 12.845 13.120  9.990  0.825 
 1   9.63 -0.17  0.87284 -0.288 3.735  4.552 10.70  0.130 0.00 16.191 16.441 18.795 17.717 16.914 16.417 16.674 13.551  0.873 
 1   9.63 -0.13  1.14149  0.376 3.798  4.256 10.40  0.133 0.00 14.230 14.373 16.211 15.260 14.726 14.355 14.540 11.453  1.141 
 1   9.63 -0.07  1.23206  0.544 3.782  4.060 13.10  0.140 0.00 16.511 16.671 18.650 17.648 17.056 16.652 16.854 13.758  1.232 
 1   9.63 -0.05  1.26865  0.680 3.753  3.819 10.20  0.139 0.89 12.867 13.055 15.191 14.149 13.481 13.037 13.260 10.156  1.269 
 1   9.63 -0.05  1.13665  0.340 3.788  4.251 11.60  0.132 0.00 15.521 15.667 17.594 16.619 16.041 15.649 15.844 12.751  1.137 
 1   9.63 -0.01  0.76790 -0.643 3.679  4.626  9.50  0.120 0.91 15.342 15.889 19.139 17.648 16.482 15.831 16.214 13.052  0.768 
 1   9.63  0.01  1.15000  0.367 3.785  4.217 10.50  0.130 0.00 14.354 14.497 16.468 15.475 14.877 14.478 14.677 11.584  1.150 
 1   9.63  0.03  1.34437  2.479 5.078  6.994  9.80  0.139 0.00  8.371 15.325 14.819 15.113 15.199 15.320 15.123 11.955  0.601 
 1   9.63  0.13  1.08025  0.162 3.769  4.333  9.30  0.129 0.00 13.664 13.822 15.953 14.924 14.239 13.803 14.021 10.920  1.080 
 1   9.63  0.15  0.93535 -0.225 3.730  4.499  9.40  0.114 0.00 14.732 14.969 17.518 16.354 15.462 14.943 15.211 12.092  0.935 
 1   9.63  0.15  1.90103 -0.162 4.145  6.091 10.40  0.124 0.00 15.574 16.696 17.350 16.777 16.666 16.684 16.658 13.682  0.919 
 1   9.63  0.15  1.07850  0.152 3.768  4.336 10.70  0.127 0.00 15.091 15.249 17.403 16.366 15.669 15.229 15.449 12.348  1.078 
 1   9.65 -0.59  1.15851  0.776 3.816  3.935 12.60  0.116 0.94 14.990 15.134 16.810 15.862 15.437 15.118 15.276 12.206  1.159 
 1   9.65 -0.53  1.19860  0.788 3.720  3.556 11.00  0.122 0.00 13.801 14.091 16.474 15.375 14.593 14.071 14.343 11.219  1.199 
 1   9.65 -0.37  0.92795 -0.028 3.775  4.479 11.20  0.122 0.00 16.040 16.215 18.085 17.192 16.608 16.196 16.399 13.290  0.928 
 1   9.65 -0.33  1.05714  0.328 3.806  4.304 10.80  0.144 0.00 14.750 14.916 16.659 15.743 15.254 14.898 15.076 11.993  1.057 
 1   9.65 -0.33  1.27871  0.077 3.784  4.433 11.60  0.126 0.76 16.164 16.342 18.164 17.272 16.716 16.323 16.517 13.416  0.976 
 1   9.65 -0.33  0.99250  0.129 3.790  4.410 12.30  0.143 0.00 16.748 16.928 18.740 17.840 17.298 16.910 17.102 14.005  0.992 
 1   9.65 -0.33  1.16386  0.555 3.797  4.082 13.00  0.131 0.00 16.382 16.537 18.340 17.395 16.888 16.520 16.701 13.612  1.164 
 1   9.65 -0.31  0.72653 -0.652 3.687  4.647  9.70  0.112 0.00 16.100 16.519 19.404 18.083 17.063 16.477 16.804 13.658  0.727 
 1   9.65 -0.27  0.77716 -0.513 3.707  4.616 10.00  0.138 0.72 15.827 16.256 19.003 17.761 16.799 16.219 16.541 13.401  0.777 
 1   9.65 -0.23  0.88543 -0.226 3.745  4.536 10.20  0.131 0.86 15.143 15.421 17.774 16.700 15.897 15.395 15.658 12.532  0.885 
 1   9.65 -0.19  0.94446 -0.089 3.759  4.485 10.10  0.106 0.80 14.803 15.026 17.218 16.203 15.470 15.001 15.242 12.123  0.944 
 1   9.65 -0.19  1.20044  0.537 3.788  4.077 10.80  0.122 0.88 13.816 13.963 15.844 14.887 14.331 13.945 14.136 11.042  1.200 
 1   9.65 -0.15  1.04975  0.157 3.783  4.380 10.00  0.136 0.00 14.377 14.542 16.455 15.512 14.925 14.523 14.723 11.625  1.050 
 1   9.65 -0.11  0.71822 -0.750 3.666  4.656  9.10  0.115 0.98 15.039 15.606 18.890 17.379 16.205 15.548 15.937 12.771  0.718 
 1   9.65 -0.11  1.25750  0.665 3.741  3.783 10.00  0.126 0.00 13.107 13.329 15.663 14.561 13.800 13.309 13.558 10.445  1.257 
 1   9.65 -0.11  1.15811  0.411 3.793  4.209 11.80  0.120 0.00 15.544 15.676 17.547 16.584 16.035 15.658 15.845 12.755  1.158 
 1   9.65 -0.09  0.83053 -0.432 3.712  4.582 10.40  0.126 0.00 16.251 16.572 19.240 18.025 17.086 16.540 16.832 13.701  0.831 
 1   9.65  0.01  0.96193 -0.110 3.749  4.474  9.40  0.125 0.92 13.919 14.145 16.504 15.416 14.613 14.121 14.374 11.256  0.962 
 1   9.65  0.05  1.27542  0.593 3.699  3.692 12.70  0.142 0.00 15.988 16.360 19.289 17.973 16.938 16.333 16.654 13.532  1.275 
 1   9.65  0.09  0.59994 -1.127 3.617  4.758  7.70  0.093 0.00 15.287 16.214 20.034 18.226 16.964 16.144 16.678 13.496  0.600 
 1   9.65  0.11  1.01786  0.013 3.757  4.408  8.00  0.103 0.89 12.305 12.492 14.815 13.733 12.946 12.468 12.711  9.598  1.018 
 1   9.65  0.11  2.06329  0.527 4.332  6.179 11.50  0.119 0.91 14.952 17.177 17.270 17.142 17.106 17.166 17.072 14.016  0.987 
 1   9.65  0.13  1.18875  0.393 3.771  4.149 12.80  0.124 0.00 16.587 16.736 18.865 17.822 17.149 16.717 16.932 13.833  1.189 
 1   9.65  0.15  1.29650  0.754 3.682  3.471 10.90  0.126 0.00 13.785 14.223 17.443 16.006 14.848 14.191 14.545 11.419  1.297 
 1   9.65  0.17  1.41228  0.586 3.771  3.973 10.90  0.118 0.88 14.203 14.342 16.500 15.432 14.756 14.323 14.538 11.442  1.237 
 1   9.65  0.27  1.16529  0.331 3.770  4.199 12.00  0.134 0.92 15.426 15.585 17.812 16.738 16.015 15.565 15.790 12.692  1.165 
 1   9.67 -0.53  0.80927 -0.318 3.743  4.582 10.40  0.140 0.00 15.966 16.220 18.348 17.379 16.673 16.200 16.442 13.317  0.809 
 1   9.67 -0.49  0.67675 -0.737 3.682  4.681  9.30  0.118 0.00 15.913 16.363 19.245 17.924 16.910 16.319 16.652 13.502  0.677 
 1   9.67 -0.49  1.11244  0.521 3.809  4.144 12.00  0.130 0.00 15.468 15.628 17.334 16.413 15.955 15.612 15.781 12.701  1.112 
 1   9.67 -0.45  1.03144  0.286 3.805  4.332  9.80  0.123 0.00 13.855 14.011 15.704 14.819 14.345 13.994 14.166 11.081  1.031 
 1   9.67 -0.41  1.10576  0.558 3.813  4.122 11.00  0.119 0.00 14.375 14.513 16.227 15.283 14.829 14.496 14.662 11.587  1.106 
 1   9.67 -0.39  1.15171  0.716 3.792  3.896 12.00  0.110 0.00 14.980 15.122 16.948 15.985 15.475 15.105 15.286 12.194  1.152 
 1   9.67 -0.37  0.92829 -0.019 3.775  4.472 11.00  0.121 0.00 15.817 15.991 17.856 16.964 16.382 15.972 16.174 13.066  0.928 
 1   9.67 -0.31  0.64777 -0.888 3.657  4.709  7.60  0.117 0.00 14.590 15.201 18.501 16.985 15.811 15.141 15.541 12.371  0.648 
 1   9.67 -0.23  0.91899 -0.133 3.756  4.503 11.30  0.113 0.92 15.865 16.074 18.256 17.248 16.519 16.052 16.290 13.171  0.919 
 1   9.67 -0.21  0.70829 -0.742 3.671  4.659  9.50  0.117 0.00 16.126 16.646 19.800 18.350 17.225 16.592 16.960 13.801  0.708 
 1   9.67 -0.17  1.08934  0.283 3.793  4.312 11.00  0.117 0.93 14.534 14.678 16.550 15.614 15.048 14.659 14.852 11.755  1.089 
 1   9.67 -0.17  1.08940  0.284 3.793  4.311 11.50  0.118 0.00 15.561 15.698 17.533 16.598 16.055 15.679 15.865 12.774  1.089 
 1   9.67 -0.17  1.03862  0.144 3.782  4.385 12.50  0.120 0.86 16.516 16.686 18.676 17.717 17.088 16.667 16.877 13.772  1.039 
 1   9.67 -0.15  0.81942 -0.437 3.713  4.587 10.20  0.107 0.00 16.062 16.358 18.968 17.778 16.863 16.327 16.612 13.481  0.819 
 1   9.67 -0.13  1.63548  0.699 3.772  3.861 11.70  0.119 0.75 14.722 14.878 16.919 15.897 15.279 14.859 15.067 11.965  1.232 
 1   9.67 -0.11  1.03530  0.127 3.778  4.382  7.20  0.096 0.00 11.652 11.780 13.718 12.770 12.165 11.761 11.960  8.858  1.035 
 1   9.67 -0.09  0.69825 -0.814 3.657  4.669  9.30  0.112 0.88 15.597 16.276 19.748 18.148 16.919 16.212 16.645 13.468  0.698 
 1   9.67 -0.07  1.17642  0.435 3.783  4.151 12.40  0.135 0.00 16.081 16.237 18.200 17.212 16.620 16.219 16.419 13.323  1.176 
 1   9.67  0.03  0.91440 -0.240 3.733  4.517 11.50  0.115 0.99 16.141 16.377 18.841 17.712 16.859 16.352 16.614 13.493  0.914 
 1   9.67  0.05  1.06834  0.177 3.773  4.328 11.30  0.125 0.00 15.628 15.780 17.838 16.837 16.184 15.760 15.972 12.871  1.068 
 1   9.67  0.11  0.96877 -0.112 3.744  4.460 10.60  0.131 0.70 15.488 15.765 18.201 17.083 16.249 15.738 16.006 12.887  0.969 
 1   9.69 -0.49  0.91976 -0.015 3.779  4.477 10.20  0.144 0.00 15.007 15.209 17.025 16.156 15.598 15.191 15.392 12.284  0.920 
 1   9.69 -0.43  1.09829  0.520 3.807  4.134 11.50  0.141 0.00 14.970 15.137 16.872 15.939 15.469 15.120 15.294 12.213  1.098 
 1   9.69 -0.39  0.70007 -0.701 3.682  4.659  9.70  0.128 0.00 16.222 16.683 19.612 18.270 17.236 16.638 16.976 13.826  0.700 
 1   9.69 -0.39  0.84354 -0.256 3.748  4.557 10.50  0.116 0.91 15.405 15.650 17.878 16.861 16.110 15.627 15.876 12.751  0.844 
 1   9.69 -0.39  1.07825  0.435 3.800  4.182 10.60  0.120 0.00 14.283 14.432 16.178 15.264 14.774 14.415 14.591 11.502  1.078 
 1   9.69 -0.39  1.24707  0.044 3.781  4.438 11.10  0.121 0.76 15.758 15.929 17.757 16.870 16.310 15.911 16.107 13.003  0.945 
 1   9.69 -0.37  1.07199  0.407 3.808  4.239 10.60  0.115 0.00 14.353 14.491 16.208 15.290 14.817 14.473 14.643 11.563  1.072 
 1   9.69 -0.35  1.13642  0.532 3.793  4.078  8.50  0.093 0.00 11.940 12.064 13.861 12.927 12.414 12.047 12.226  9.133  1.136 
 1   9.69 -0.35  1.02578  0.288 3.802  4.317 11.70  0.134 0.00 15.750 15.910 17.651 16.747 16.253 15.893 16.071 12.984  1.026 
 1   9.69 -0.33  1.31612  0.539 3.791  4.068 11.30  0.127 0.87 14.722 14.880 16.714 15.767 15.241 14.863 15.049 11.956  1.146 
 1   9.69 -0.31  0.58320 -1.076 3.635  4.766  7.80  0.081 0.00 15.260 15.985 19.519 17.900 16.660 15.920 16.378 13.195  0.583 
 1   9.69 -0.31  0.91807 -0.090 3.764  4.494 10.90  0.119 0.00 15.896 16.081 18.067 17.132 16.493 16.061 16.277 13.164  0.918 
 1   9.69 -0.29  1.01860  0.192 3.792  4.368  8.90  0.117 0.97 12.562 12.714 14.537 13.631 13.082 12.696 12.886  9.788  1.019 
 1   9.69 -0.25  1.24056  1.672 3.666  2.469 11.90  0.141 0.00 12.490 13.022 16.363 14.876 13.699 12.997 13.379 10.258  1.241 
 1   9.69 -0.23  1.00002  0.079 3.778  4.419 10.10  0.132 0.79 14.404 14.609 16.624 15.664 15.021 14.588 14.807 11.698  1.000 
 1   9.69 -0.19  1.13612  0.422 3.795  4.198 11.50  0.123 0.00 15.216 15.356 17.192 16.242 15.710 15.338 15.522 12.432  1.136 
 1   9.69 -0.17  1.27199  1.895 3.667  2.259 12.50  0.111 0.97 12.470 12.954 16.302 14.815 13.629 12.930 13.305 10.187  1.272 
 1   9.69 -0.11  1.40986  0.152 3.779  4.366 10.60  0.147 0.74 14.988 15.165 17.123 16.164 15.558 15.146 15.352 12.252  1.041 
 1   9.69 -0.11  1.10521  0.304 3.790  4.282 11.90  0.137 0.76 15.708 15.886 17.861 16.882 16.276 15.867 16.073 12.976  1.105 
 1   9.69 -0.07  0.83354 -0.424 3.712  4.576  9.60  0.136 0.00 15.430 15.759 18.439 17.219 16.276 15.727 16.021 12.891  0.834 
 1   9.69 -0.07  1.07484  0.241 3.783  4.308 10.60  0.120 0.00 14.768 14.909 16.845 15.881 15.289 14.891 15.089 11.992  1.075 
 1   9.69 -0.03  0.98672 -0.002 3.761  4.422 11.50  0.141 0.00 16.274 16.470 18.614 17.599 16.901 16.450 16.678 13.568  0.987 
 1   9.69 -0.01  0.92354 -0.193 3.740  4.500 10.10  0.129 0.91 14.863 15.131 17.612 16.476 15.618 15.104 15.373 12.250  0.924 
 1   9.69 -0.01  1.11906  0.381 3.780  4.171 12.40  0.115 0.81 15.989 16.142 18.197 17.186 16.543 16.122 16.333 13.232  1.119 
 1   9.69  0.03  0.75371 -0.690 3.669  4.626  8.70  0.116 0.00 15.194 15.731 19.013 17.502 16.324 15.673 16.055 12.894  0.754 
 1   9.69  0.07  1.10120  0.261 3.776  4.268 12.30  0.135 0.00 16.419 16.574 18.630 17.621 16.977 16.555 16.766 13.667  1.101 
 1   9.69  0.09  0.96544 -0.109 3.745  4.459 10.60  0.126 0.00 15.641 15.849 18.193 17.107 16.312 15.827 16.074 12.959  0.965 
 1   9.69  0.09  1.07905  0.200 3.772  4.304 11.80  0.170 0.00 16.070 16.267 18.386 17.359 16.687 16.248 16.469 13.369  1.079 
 1   9.69  0.25  1.01861  0.007 3.752  4.394 11.30  0.129 0.00 16.054 16.240 18.590 17.492 16.698 16.218 16.461 13.353  1.019 
 1   9.71 -0.59  0.88161 -0.069 3.776  4.501 11.70  0.120 0.83 16.314 16.533 18.443 17.555 16.946 16.513 16.730 13.613  0.882 
 1   9.71 -0.57  0.76929 -0.414 3.730  4.606 10.00  0.093 0.87 15.367 15.654 18.015 16.946 16.137 15.626 15.896 12.762  0.769 
 1   9.71 -0.53  1.02734  0.315 3.811  4.324 11.60  0.135 0.71 15.441 15.632 17.363 16.464 15.977 15.614 15.796 12.710  1.027 
 1   9.71 -0.49  0.65851 -0.789 3.675  4.694  8.30  0.106 0.74 14.752 15.297 18.358 16.961 15.882 15.246 15.616 12.457  0.659 
 1   9.71 -0.49  0.78669 -0.392 3.731  4.597 10.40  0.124 0.00 16.149 16.412 18.673 17.645 16.881 16.389 16.644 13.516  0.787 
 1   9.71 -0.47  1.07534  0.442 3.808  4.204 12.50  0.134 0.00 16.166 16.331 18.039 17.127 16.662 16.314 16.486 13.404  1.075 
 1   9.71 -0.39  1.00501  0.235 3.795  4.331 11.70  0.131 0.00 15.882 16.050 17.812 16.918 16.406 16.032 16.216 13.122  1.005 
 1   9.71 -0.39  1.23964  0.436 3.799  4.174 12.10  0.133 0.86 15.780 15.942 17.702 16.784 16.289 15.925 16.104 13.015  1.072 
 1   9.71 -0.37  1.07662  0.426 3.804  4.207 12.10  0.109 0.00 15.805 15.938 17.668 16.752 16.270 15.921 16.093 13.008  1.077 
 1   9.71 -0.33  0.91596 -0.076 3.766  4.488 10.10  0.118 0.00 15.060 15.243 17.201 16.277 15.651 15.223 15.436 12.324  0.916 
 1   9.71 -0.33  0.99161  0.162 3.791  4.382 12.20  0.133 0.78 16.342 16.537 18.431 17.505 16.924 16.517 16.722 13.620  0.992 
 1   9.71 -0.31  1.08547  0.398 3.802  4.229  9.60  0.152 0.00 13.374 13.548 15.326 14.396 13.895 13.530 13.712 10.626  1.085 
 1   9.71 -0.31  1.63565  0.899 3.699  3.357 10.20  0.124 0.73 12.723 13.080 15.838 14.590 13.644 13.057 13.369 10.245  1.195 
 1   9.71 -0.31  0.97416  0.078 3.782  4.422 12.40  0.122 0.94 16.418 16.593 18.500 17.583 16.987 16.574 16.779 13.672  0.974 
 1   9.71 -0.27  1.21993  1.597 3.670  2.554 11.20  0.137 0.80 11.945 12.436 15.594 14.194 13.086 12.412 12.777  9.656  1.220 
 1   9.71 -0.25  0.92054 -0.107 3.759  4.492 10.90  0.135 0.00 15.938 16.143 18.208 17.242 16.571 16.123 16.349 13.235  0.921 
 1   9.71 -0.25  1.12230  0.437 3.795  4.176 11.70  0.128 0.89 14.971 15.126 16.970 16.034 15.491 15.108 15.297 12.203  1.122 
 1   9.71 -0.23  1.17452  0.643 3.799  4.006  9.70  0.118 0.00 12.862 12.994 14.819 13.847 13.338 12.977 13.154 10.069  1.175 
 1   9.71 -0.21  0.79855 -0.465 3.711  4.597  9.70  0.118 0.00 15.633 15.948 18.563 17.372 16.457 15.917 16.205 13.073  0.799 
 1   9.71 -0.19  1.00792  0.094 3.778  4.404 10.60  0.156 0.00 15.134 15.329 17.272 16.330 15.726 15.310 15.518 12.415  1.008 
 1   9.71 -0.19  1.07952  0.291 3.793  4.298 11.50  0.107 0.00 15.542 15.670 17.496 16.565 16.025 15.652 15.836 12.744  1.080 
 1   9.71 -0.19  1.12384  0.402 3.793  4.206 13.00  0.129 0.00 16.765 16.913 18.763 17.812 17.273 16.895 17.082 13.992  1.124 
 1   9.71 -0.17  1.11105  0.360 3.793  4.243 11.80  0.128 0.87 15.292 15.449 17.351 16.398 15.825 15.431 15.627 12.531  1.111 
 1   9.71 -0.15  1.03711  0.158 3.781  4.368 11.80  0.128 0.00 16.175 16.333 18.252 17.307 16.717 16.314 16.514 13.415  1.037 
 1   9.71 -0.13  0.96293 -0.039 3.761  4.452 10.70  0.127 0.00 15.567 15.754 17.842 16.856 16.177 15.734 15.957 12.846  0.963 
 1   9.71 -0.11  0.90182 -0.212 3.741  4.516 10.10  0.137 0.86 15.006 15.296 17.738 16.623 15.783 15.268 15.539 12.414  0.902 
 1   9.71 -0.09  1.03642  0.152 3.778  4.358 11.20  0.125 0.00 15.591 15.746 17.711 16.750 16.138 15.727 15.931 12.830  1.036 
 1   9.71 -0.07  1.19947  0.622 3.776  3.947 10.50  0.141 0.00 13.715 13.881 15.910 14.890 14.279 13.863 14.070 10.971  1.199 
 1   9.71  0.01  1.18199  0.563 3.775  3.993 11.90  0.134 0.83 15.025 15.189 17.274 16.245 15.598 15.170 15.384 12.283  1.182 
 1   9.71  0.11  0.82801 -0.495 3.694  4.572  9.00  0.133 0.00 15.008 15.414 18.417 17.049 15.970 15.371 15.703 12.563  0.828 
 1   9.71  0.11  1.58821  0.541 3.723  3.824 11.10  0.140 0.77 14.518 14.795 17.442 16.232 15.322 14.772 15.055 11.940  1.225 
 1   9.71  0.11  1.15917  0.446 3.775  4.102 11.50  0.143 0.78 14.964 15.142 17.301 16.248 15.564 15.122 15.345 12.244  1.159 
 1   9.71  0.13  1.18451  0.519 3.771  4.022 12.50  0.130 0.00 15.971 16.125 18.268 17.211 16.540 16.106 16.322 13.224  1.185 
 1   9.73 -0.67  0.72060 -0.521 3.719  4.641  9.90  0.127 0.00 15.973 16.277 18.624 17.564 16.766 16.252 16.523 13.390  0.721 
 1   9.73 -0.61  0.80636 -0.278 3.750  4.568 10.70  0.121 0.97 15.494 15.727 17.783 16.847 16.170 15.707 15.941 12.817  0.806 
 1   9.73 -0.59  0.84034 -0.185 3.761  4.539 10.70  0.137 0.00 15.931 16.155 18.079 17.190 16.574 16.137 16.355 13.237  0.840 
 1   9.73 -0.53  1.09159  0.573 3.818  4.120  6.40  0.062 0.00  9.737  9.826 11.465 10.540 10.118  9.809  9.959  6.888  1.092 
 1   9.73 -0.51  0.86189 -0.156 3.763  4.527 10.90  0.122 0.00 16.059 16.261 18.184 17.288 16.673 16.241 16.456 13.340  0.862 
 1   9.73 -0.51  1.03921  0.361 3.811  4.285 11.00  0.122 0.00 14.868 15.024 16.691 15.798 15.345 15.007 15.174 12.095  1.039 
 1   9.73 -0.47  0.79589 -0.366 3.734  4.588 11.00  0.123 0.74 16.467 16.787 19.117 18.067 17.273 16.760 17.032 13.900  0.796 
 1   9.73 -0.43  1.13942  0.683 3.719  3.632 10.80  0.118 0.00 13.862 14.150 16.590 15.468 14.657 14.129 14.404 11.280  1.139 
 1   9.73 -0.43  1.36298  0.642 3.798  3.978 11.70  0.124 0.81 14.864 15.019 16.795 15.851 15.363 15.002 15.179 12.090  1.107 
 1   9.73 -0.41  0.92682  0.005 3.778  4.457 10.90  0.135 0.00 15.658 15.847 17.694 16.808 16.237 15.829 16.030 12.923  0.927 
 1   9.73 -0.41  1.00480  0.247 3.797  4.327 11.40  0.131 0.85 15.222 15.402 17.214 16.314 15.773 15.384 15.577 12.478  1.005 
 1   9.73 -0.39  1.12006  0.684 3.774  3.844  9.50  0.136 0.92 12.166 12.347 14.226 13.277 12.728 12.329 12.526  9.425  1.120 
 1   9.73 -0.37  1.06965  0.419 3.801  4.199 11.10  0.130 0.00 14.822 14.978 16.730 15.812 15.321 14.961 15.138 12.051  1.070 
 1   9.73 -0.37  0.99070  0.231 3.797  4.339 12.50  0.120 0.00 16.692 16.845 18.591 17.699 17.194 16.827 17.007 13.915  0.991 
 1   9.73 -0.35  0.87286 -0.177 3.756  4.524 11.20  0.096 0.00 16.413 16.590 18.626 17.680 17.013 16.570 16.791 13.674  0.873 
 1   9.73 -0.35  1.01979  0.287 3.800  4.306 11.40  0.150 0.00 15.452 15.629 17.388 16.482 15.980 15.611 15.794 12.705  1.020 
 1   9.73 -0.29  1.00989  0.189 3.790  4.361 12.00  0.124 0.81 16.032 16.210 18.115 17.182 16.597 16.191 16.394 13.292  1.010 
 1   9.73 -0.27  0.87849 -0.205 3.749  4.527  9.70  0.133 0.00 14.982 15.204 17.361 16.367 15.650 15.184 15.421 12.301  0.878 
 1   9.73 -0.27  0.94114 -0.035 3.768  4.464  9.80  0.129 0.00 14.659 14.846 16.822 15.885 15.255 14.827 15.040 11.930  0.941 
 1   9.73 -0.25  1.00552  0.124 3.783  4.393 10.70  0.125 0.00 15.160 15.322 17.194 16.275 15.702 15.304 15.501 12.400  1.006 
 1   9.73 -0.25  0.97402  0.041 3.775  4.431 10.80  0.135 0.00 15.468 15.648 17.574 16.648 16.046 15.629 15.836 12.730  0.974 
 1   9.73 -0.25  0.99663  0.098 3.780  4.406 11.30  0.122 0.78 15.579 15.773 17.759 16.808 16.179 15.752 15.967 12.859  0.997 
 1   9.73 -0.23  0.94353 -0.047 3.765  4.465  7.00  0.070 0.00 11.889 12.019 14.003 13.061 12.421 11.999 12.207  9.096  0.944 
 1   9.73 -0.23  1.04940  0.253 3.792  4.320 10.00  0.142 0.00 14.137 14.304 16.142 15.213 14.669 14.286 14.476 11.383  1.049 
 1   9.73 -0.21  0.91098 -0.142 3.753  4.499 10.50  0.126 0.00 15.626 15.829 17.959 16.969 16.267 15.809 16.040 12.924  0.911 
 1   9.73 -0.17  0.69690 -0.784 3.663  4.665  8.70  0.117 0.00 15.431 16.000 19.266 17.764 16.598 15.942 16.330 13.165  0.697 
 1   9.73 -0.17  0.93544 -0.092 3.757  4.475  9.80  0.135 0.00 14.799 15.003 17.119 16.129 15.436 14.983 15.212 12.098  0.935 
 1   9.73 -0.15  1.12477  0.388 3.787  4.197 11.00  0.110 0.00 14.801 14.933 16.821 15.863 15.300 14.914 15.105 12.010  1.125 
 1   9.73 -0.13  0.99474  0.056 3.771  4.409 11.20  0.155 0.78 15.591 15.830 17.956 16.954 16.264 15.808 16.042 12.930  0.995 
 1   9.73 -0.11  1.04510  0.188 3.781  4.339 11.30  0.123 0.00 15.600 15.751 17.687 16.732 16.135 15.732 15.932 12.833  1.045 
 1   9.73 -0.09  0.76506 -0.606 3.686  4.619  9.40  0.137 0.00 15.685 16.135 19.141 17.767 16.694 16.089 16.430 13.283  0.765 
 1   9.73 -0.07  1.21060  0.567 3.722  3.789  9.50  0.083 0.00 12.852 13.080 15.611 14.446 13.584 13.058 13.328 10.209  1.211 
 1   9.73 -0.07  1.22714  0.819 3.689  3.411  9.90  0.120 0.00 12.623 13.019 16.013 14.669 13.613 12.992 13.324 10.200  1.227 
 1   9.73 -0.05  1.20116  0.606 3.752  3.864 11.20  0.110 0.00 14.456 14.634 16.870 15.798 15.079 14.615 14.848 11.738  1.201 
 1   9.73 -0.05  0.93584 -0.129 3.748  4.476 11.40  0.125 0.86 16.103 16.353 18.731 17.639 16.826 16.327 16.587 13.465  0.936 
 1   9.73 -0.05  1.00725  0.081 3.769  4.380 11.80  0.133 0.00 16.367 16.542 18.602 17.612 16.955 16.523 16.739 13.634  1.007 
 1   9.73 -0.03  1.25589  2.643 5.093  6.888 10.60  0.114 0.74  8.761 15.124 15.211 15.358 15.227 15.111 15.096 11.946  0.594 
 1   9.73 -0.03  1.05502  0.223 3.777  4.291 11.90  0.136 0.00 16.113 16.276 18.282 17.297 16.673 16.257 16.465 13.364  1.055 
